Gene	Num
JAKMIP2	14
ZNF229	14
IL1RL1	14
PDE1A	14
NAALADL2	14
NPY2R	14
PADI3	14
RFX4	14
OR10G9	14
SYCP2	14
PDE4DIP	14
GDF2	14
SLC7A14	14
HEATR5B	14
CACNA1H	14
TSHZ1	14
KDM6B	14
NIN	14
PSG5	14
CDYL	14
PSG4	14
NAALAD2	14
VPS13A	14
HTR5A	14
PAK3	14
FAM46D	14
OR52K1	14
GCC2	14
ZNF560	14
ADAD1	14
NFE2L2	14
LPAR4	14
KCND3	14
RNF17	14
PNLIP	14
KIAA2026	14
C8A	14
ABCC4	14
ACTC1	14
THEMIS	14
ADGRF4	14
LRRN3	14
PGR	14
CELSR2	14
OR52J3	14
ABCA4	14
CCDC87	14
AKAP4	14
ZNF248	14
MAP1A	14
PHEX	14
KIR2DL4	14
TULP4	14
GLP2R	14
OR11H12	14
FCRLA	14
UNC5A	14
BOC	14
KIAA1429	14
UGT2A3	14
GPR141	14
CDHR1	14
SLC17A8	14
ANKRD26	14
GPATCH8	14
CHD3	14
ZFP30	14
AIM1L	14
SSTR4	14
ITPR1	14
OR11L1	14
MYRF	14
SMYD1	14
KIR3DL2	14
RREB1	14
CROCC	14
PGM5	14
CHSY3	14
ACSL6	14
PSME4	14
TUBB8	14
SASH1	14
MYBPC1	14
NRG1	14
LY75	14
UACA	14
ZIM3	14
PTPRK	14
TRPM8	14
MAGEE1	14
ITK	14
MYO18A	14
OPN5	14
ALDH8A1	14
ATP11C	14
CFAP43	14
KIAA1462	14
AIFM1	14
COL17A1	14
ZNF518B	14
FSCN3	14
ASB5	14
PCDH9	14
OR5M10	14
KIR2DL1	14
KCNA1	14
STAG3	14
ZNF800	14
MCHR2	14
AGRN	14
ZBTB20	14
POLR3A	14
HPSE2	14
UBQLN3	14
NFAT5	14
RAB11FIP1	13
SEPT14	13
CYP4B1	13
NR4A2	13
KIR3DL3	13
TLR7	13
TDRD1	13
ARMCX2	13
HCFC1	13
IL9R	13
PTPRU	13
NEDD4	13
TFAP2B	13
SMO	13
CFHR3	13
NPY1R	13
KHDRBS2	13
DLGAP4	13
BPI	13
MICAL2	13
RC3H2	13
ERN2	13
MIOS	13
SLC7A13	13
PLXNA1	13
EPS8L3	13
GPR45	13
ZMYM3	13
FAM179B	13
SIGLEC5	13
CHRNA1	13
OR5B2	13
SERPINA4	13
GPRIN3	13
HEPACAM2	13
SYT16	13
ST6GALNAC3	13
HRH2	13
OR6K3	13
KL	13
ZNF334	13
RICTOR	13
EBF1	13
SHROOM3	13
PCF11	13
F11	13
LGR6	13
FRG2C	13
CTAGE1	13
DLK1	13
OR51S1	13
DISP1	13
NUP98	13
CALB2	13
SLC39A6	13
ADGRG7	13
CCDC144A	13
TET3	13
TTC29	13
NEBL	13
MYO9A	13
IGHM	13
UTP20	13
FAM71A	13
ITGBL1	13
LRGUK	13
NUP133	13
ITSN1	13
COL16A1	13
NXPE1	13
CLEC16A	13
SPTBN2	13
ZNF217	13
KRT5	13
KLHL6	13
ARFGEF1	13
TRPV3	13
CCDC39	13
KDM3B	13
PKD2	13
C1orf168	13
LMTK2	13
E2F7	13
TIE1	13
KYNU	13
DNAJC6	13
DMRT3	13
ZNF638	13
ZMYND8	13
PCDHGB7	13
HCN4	13
PCDHGA10	13
UBAP2L	13
AMY2B	13
MYO5B	13
SYNRG	13
CA10	13
OTUD6A	13
DSC1	13
UBTFL1	13
HTATSF1	13
OR4D9	13
OR10G4	13
ARHGAP6	13
CIT	13
ENAM	13
GFRA1	13
AMPD1	13
OSBPL3	13
F2RL2	13
SLC26A10	13
GRM4	13
ARHGAP5	13
TCERG1L	13
KIF6	13
KIAA1549	13
CXorf66	13
SLC30A10	13
IQGAP3	13
BAIAP3	13
TNKS1BP1	13
PTPRM	13
PTPRR	13
PTPN14	13
BCL11B	13
SULF1	13
OR4K15	13
SLC22A12	13
MMS22L	13
CNGA3	13
IRGC	13
CDC42BPA	13
ADCYAP1R1	13
ERCC6	13
KRT38	13
SYCP1	13
ZNF365	13
LRP12	13
LAMP5	13
UBE3A	13
SLC4A3	13
OR4D10	13
EHMT1	13
SLC6A18	13
KRT6B	13
ZNF728	13
DIAPH2	13
PALM2-AKAP2	13
TECPR2	13
INADL	13
FLRT2	13
SLC9A2	13
ITGB8	13
RALGAPA1	13
LARP1	13
SMC4	13
NLRP1	13
OR11G2	13
CAMSAP2	13
ZNF667	13
SEC23IP	13
DOCK3	13
PHKA1	13
BEST3	13
ABCB4	13
TUBB4A	13
CELSR1	13
ARMC5	13
CADM2	13
OR4E2	13
WT1	13
PCDHGB4	13
LHCGR	13
UGT2B7	13
LRTM2	13
XDH	13
DYNC1I1	13
MYLK3	13
REV3L	13
ASXL2	13
OR6K6	13
MCM4	13
MN1	13
TTK	13
OTUD7A	13
ESRRB	13
HKR1	13
DYTN	13
ZNF221	13
ENPP1	13
LUZP2	13
GALNT15	13
PRTG	13
SPANXN2	13
KCNA6	13
ALDH1L1	13
MED1	13
UHRF1BP1L	13
ZCCHC11	13
MYOM3	13
SLC28A3	13
MAPT	13
ABCA2	13
RAPGEF6	13
CKAP5	13
NBPF12	13
ZCCHC16	13
PRLR	13
PHACTR3	13
ASB17	13
CPA3	13
OR2A12	13
GPR32	13
ISL1	13
MAGEA11	13
HELQ	13
TANC1	13
PCDHGB5	13
ASAP1	13
SFMBT2	13
GPR37	13
CAPN11	13
DCAF8L2	13
CACNA1D	13
COL1A1	13
EMILIN2	13
TRIM49	13
GIMAP8	13
URGCP	13
DZIP1L	13
IGF2BP1	13
TBX20	13
MARCH11	13
DGKH	13
SBSN	13
CHRDL1	13
FHDC1	13
C3orf20	13
CCSER1	13
ZNF347	13
SYNE3	13
STARD13	13
GBF1	13
GRM3	13
ZNF407	13
IL21R	13
MYF5	13
MUC4	13
ARHGAP25	13
KIF13A	13
UBN2	13
RGS12	13
CYLC2	13
ZBTB41	13
BICD1	13
UGT2B17	12
HSPA12A	12
CCIN	12
GLG1	12
OR6T1	12
CYP4F8	12
IGKV3D-11	12
CCDC141	12
SERPINA7	12
UBE4B	12
JAG1	12
RFTN2	12
FERD3L	12
AHSG	12
MROH5	12
TPH2	12
OR5M9	12
GLYAT	12
EPHB3	12
ADGRG2	12
EGF	12
PRKCI	12
DGKG	12
OR2J2	12
ADGRD1	12
TCF20	12
SIGLEC6	12
ITGA7	12
NOD2	12
HERC4	12
OR8B12	12
MTR	12
DRD3	12
SSFA2	12
KCNH6	12
GCC1	12
STK31	12
OR5K4	12
KCNK18	12
MAGED2	12
TEX14	12
SLC5A11	12
TRPM4	12
PNLIPRP3	12
MASP1	12
GRM6	12
REM1	12
UNC5B	12
KIAA1614	12
CRMP1	12
KRT82	12
ATP9A	12
SLC2A10	12
DDIAS	12
DCX	12
SNRPN	12
IGHMBP2	12
FGB	12
ZNF285	12
SEMA3E	12
OR52E4	12
CUL9	12
SAMD7	12
PLXDC2	12
ZFP36L1	12
GJA10	12
GRIK5	12
ADAM11	12
KLHL13	12
OPLAH	12
NME8	12
PCDHGA11	12
USP7	12
KDM5A	12
DIP2A	12
TLR10	12
MTRR	12
CD22	12
SLC18A3	12
CACNG3	12
SERPINA12	12
ZNF780B	12
STAB1	12
CHD4	12
OR10A5	12
HPX	12
TCF4	12
LRP5	12
ATP12A	12
LAMB2	12
FAM131B	12
DCAF6	12
TMPRSS11F	12
ENPP2	12
TAB3	12
KANSL1	12
SEMA6B	12
NCKAP5L	12
MCF2L2	12
TARBP1	12
LRIT2	12
MCC	12
CYYR1	12
CD86	12
ASXL1	12
OR2T10	12
RPAP1	12
TCEB3B	12
PLXNB3	12
MRC2	12
MAGEA10	12
NNT	12
EXO1	12
NCSTN	12
ARHGAP20	12
SLFN11	12
SYCP2L	12
CCDC170	12
LRRC16A	12
SUPT6H	12
OGT	12
FUT9	12
DCTN1	12
HELZ2	12
ETNPPL	12
ASTL	12
KIF20B	12
SLC5A8	12
SND1	12
IGSF3	12
KDM6A	12
FPGT-TNNI3K	12
MAGEB10	12
CLTCL1	12
MRE11A	12
JAK2	12
ALG10	12
RP11-240B13.2	12
LMBRD2	12
APBA2	12
SOS1	12
PROKR1	12
SLCO2B1	12
WDR78	12
OR11H6	12
TAF4	12
KRTAP27-1	12
OR4D5	12
MTNR1B	12
FGD6	12
ENOX2	12
PABPC3	12
ABLIM3	12
RB1CC1	12
RGS6	12
ZZZ3	12
SLX4	12
OSBPL6	12
AVPR1A	12
PRR16	12
AOAH	12
GPRIN1	12
BTBD11	12
ASAH2	12
LZTR1	12
OR2T8	12
ABCC5	12
PJA1	12
TGM7	12
DRD1	12
GLUD2	12
ESRRG	12
IFI44L	12
PRSS38	12
PIK3C3	12
PAX1	12
LY9	12
C11orf30	12
OR2A5	12
AKNAD1	12
ACSS3	12
ABCC3	12
MED13	12
CEP350	12
PCDH1	12
PKP1	12
CARD6	12
LHX8	12
OR13C5	12
OR51G1	12
DUOX2	12
PIK3R5	12
MLLT10	12
MS4A4A	12
PROKR2	12
IARS2	12
NCOR1	12
ZNF611	12
ZSCAN20	12
KRTAP10-4	12
IGHV3OR16-8	12
ABCG4	12
HDAC6	12
PREPL	12
C10orf12	12
DRC1	12
ZFP42	12
TMPRSS11B	12
DHX34	12
AASDH	12
KRT34	12
TF	12
EFCAB5	12
OR13C2	12
ADAM28	12
PCOLCE2	12
ASIC2	12
MAP3K9	12
ECEL1	12
DAB2	12
PLA2R1	12
TTC3	12
FMR1	12
COL6A5	12
BHLHB9	12
NAP1L3	12
MTTP	12
RPH3A	12
OR51Q1	12
MEOX2	12
ZSCAN18	12
ATG2A	12
OR9G4	12
ZNF226	12
PDGFRB	12
SEMA6A	12
R3HDM1	12
ITSN2	12
ATOH1	12
MEPE	12
NR0B1	12
CT47B1	12
CEP162	12
IGKV1-5	12
PDE3B	12
ANKRD55	12
ZCCHC12	12
UROC1	12
ABCA7	12
COPA	12
CCDC171	12
OR52A5	12
PSG6	12
HOXB1	12
OR5B21	12
ADCY7	12
RNF20	12
KRT37	12
TMEM145	12
GPRC5B	12
NLGN3	12
MME	12
NYAP2	12
IFI16	12
C12orf40	12
RANBP6	12
IGKV2D-24	12
TDRD7	12
ATP8B2	12
NXF3	12
PLCH2	12
PLD5	12
OR51T1	12
PRSS55	12
PLXND1	12
BBX	12
UNC93A	12
CD1B	12
LSAMP	12
OR6Q1	12
DOCK7	12
EXOC4	12
HOXA1	12
EFCAB6	12
SAMSN1	12
BAZ1B	12
EPHA8	12
OR8D2	12
SLC35F1	12
MGAT5	12
BBS7	12
SLC34A1	12
COL9A3	12
SPATA16	12
WDR35	11
SETDB2	11
OR5M8	11
TCEAL5	11
CILP	11
ZNF260	11
INSR	11
CD6	11
ANTXR1	11
ERBB3	11
ARSH	11
CD93	11
MET	11
PADI1	11
LRP6	11
OR6A2	11
PTH2R	11
AASS	11
ATAD2	11
IGKV1-16	11
OR2F2	11
C1orf141	11
SLFN5	11
STXBP5	11
EHBP1	11
OBSL1	11
ELAVL4	11
MTNR1A	11
SH3PXD2A	11
PAX2	11
TMTC4	11
HLX	11
ZNF645	11
KCNV1	11
PNPLA6	11
MAGEB2	11
OTUD7B	11
ZNF556	11
NPR3	11
UGGT2	11
SAXO1	11
NR5A2	11
SEMA3C	11
CREB5	11
PDYN	11
FAM21C	11
ABCC1	11
TANC2	11
N4BP2	11
SLC12A9	11
ARHGAP4	11
ANGPT1	11
DMBX1	11
MYO1H	11
TP63	11
SLC22A25	11
KRTAP15-1	11
INPPL1	11
PRRC2A	11
HDC	11
KRTAP5-10	11
MAGEB16	11
LRRC4B	11
OR10V1	11
GLRA1	11
UBR1	11
AKAP1	11
STAP1	11
LGI2	11
CDK12	11
RPGRIP1L	11
ARHGAP33	11
OR4C11	11
ZFYVE28	11
OR2A14	11
JARID2	11
NIPAL4	11
PHF20L1	11
PTPRF	11
KIAA0196	11
ARHGEF40	11
DHX8	11
ZNF366	11
ADGRB2	11
LATS1	11
OR56B4	11
ITGAV	11
EHD3	11
ZNF148	11
ENPP3	11
MOCOS	11
ACRC	11
ARID4A	11
NPHP4	11
SNTG2	11
ANLN	11
TRAPPC9	11
PKD2L1	11
MYO1B	11
HOXA5	11
FAM160A2	11
IQSEC3	11
CSNK1A1L	11
ADGRF2	11
SPAG6	11
KIAA0319L	11
CCDC132	11
ATP8B3	11
NYNRIN	11
RGS18	11
SF3B2	11
VWA3A	11
RNF150	11
NXF1	11
TSPEAR	11
OR5AR1	11
NLRC4	11
CDK5RAP2	11
LARGE	11
CYP4F2	11
MYBPC3	11
ATP13A4	11
GPR83	11
ERC1	11
CEP126	11
ABCG8	11
KDM4C	11
DISC1	11
TMTC2	11
C10orf90	11
OXR1	11
C9orf131	11
TTC14	11
KLHL14	11
TMEM169	11
PDZD8	11
ZMAT4	11
ZYG11B	11
ZNF675	11
LAX1	11
LRRC16B	11
RGS9	11
CNGA4	11
ZNF135	11
NXF5	11
FAM65C	11
KMT2B	11
VNN2	11
NUF2	11
RFWD2	11
SYNCRIP	11
TRERF1	11
SYMPK	11
KIF14	11
OAS2	11
FLI1	11
PPP1R26	11
TESPA1	11
ZNF160	11
UGT2B15	11
SPATC1	11
HTR6	11
MRGPRX4	11
HTT	11
TLN1	11
GATA3	11
RAPGEF4	11
CRX	11
PRAMEF11	11
FOCAD	11
MBL2	11
ZNF862	11
SLC24A4	11
DLX5	11
AKAP17A	11
SIN3A	11
OR4K1	11
RNF165	11
TMEM131	11
MAST1	11
GABBR2	11
ZNF454	11
XKR4	11
CASP2	11
SNAI2	11
TLR8	11
GPA33	11
NFRKB	11
S1PR1	11
CCDC54	11
JADE3	11
KCNH3	11
CD226	11
LTN1	11
ATP4A	11
ASB15	11
KCNN2	11
CACHD1	11
LIFR	11
SP100	11
FIG4	11
BLK	11
DICER1	11
KRTAP5-3	11
PRSS36	11
WASF3	11
OR10G2	11
RBM15	11
SHROOM4	11
SLC1A3	11
FER	11
ZBTB14	11
PRMT8	11
MEGF6	11
SLC22A9	11
ARMC4	11
SYT14	11
CHST2	11
TPK1	11
MAMLD1	11
IL12RB2	11
PRSS58	11
HOXD3	11
NT5C1B	11
ACIN1	11
C2CD5	11
ZC3H14	11
ZWINT	11
CHAF1A	11
CUL1	11
CYP2A13	11
MYO1A	11
ALS2	11
NWD1	11
VANGL2	11
USP31	11
RP11-812E19.9	11
OR9A2	11
PAMR1	11
SULT1E1	11
INTS1	11
HPS5	11
SPPL2A	11
ZNF607	11
OR51A4	11
DOK6	11
PLCXD3	11
UBR2	11
SLC22A6	11
SOWAHB	11
TOPORS	11
FAM65B	11
OR10G7	11
OR1N2	11
SF3B1	11
OR5AN1	11
SMPD4	11
OR51I2	11
GLRA4	11
IGSF8	11
PSG1	11
LONRF3	11
TRAPPC8	11
UBC	11
GAS2L2	11
KRT74	11
MMP13	11
BCKDHB	11
CHRNA4	11
NEO1	11
CHIT1	11
WISP1	11
EVPL	11
SIRPA	11
IGSF21	11
F9	11
KIAA0226L	11
CTSG	11
ATXN2	11
MIA3	11
OR13A1	11
OR8G1	11
KCNK9	11
ZC3H12C	11
XKR6	11
LATS2	11
DDX60L	11
PKNOX2	11
ASIC4	11
VN1R4	11
ELF1	11
NDST3	11
ZNF335	11
AMER2	11
SPAG16	11
ZNF71	11
CNR1	11
SERPINB11	11
TRAF3IP3	11
CAPRIN2	11
SERPINA11	11
OR10T2	11
OR6B1	11
TRHR	11
RLIM	11
USP28	11
KCNJ12	11
SNX19	11
OR5H15	11
ANO6	11
HAVCR1	11
NFATC3	11
TJP1	11
KCNK13	11
BTBD3	11
PCDHGB6	11
CASKIN1	11
TTLL5	11
OTOP1	11
SPOCK3	11
OPRK1	11
KCNG1	11
WNT7A	11
CSF2RB	11
ELAVL2	11
PTCHD1	11
SLC9C1	11
PROSER1	11
SH3PXD2B	11
EYA2	11
KCTD19	11
SPATA5	11
CCKAR	11
ZFYVE9	11
RALGAPB	11
TMC2	11
GPR142	11
ACSL1	11
UMODL1	11
CD34	11
FGD1	11
PHF14	11
APCS	11
EXTL3	11
ZNF585A	11
CNKSR1	11
ZNF585B	11
XPNPEP2	11
DENND2C	11
ZNF507	11
CYP4F3	11
WWP1	11
AQR	11
L3MBTL1	11
ACCSL	11
CCDC85A	11
PPP3CA	11
WIPF1	11
DHX9	11
ITGA1	11
NTRK1	11
GOLGA4	11
PRAMEF20	11
ATP1A3	11
ST8SIA3	11
ANGPT4	11
NCOA3	11
FLRT3	11
OR7G1	10
LARP4B	10
DROSHA	10
USH1C	10
PTK2B	10
OR2D2	10
KCNA2	10
DNHD1	10
ZNF287	10
FLNB	10
CCDC180	10
PDIA4	10
PDE2A	10
KRTAP21-1	10
FAM129A	10
CYSLTR2	10
SOS2	10
MATN2	10
TP53BP1	10
PRPF40B	10
MB21D2	10
ZNF280A	10
EOMES	10
MTUS1	10
OPRM1	10
KIAA0922	10
ESR1	10
CYBB	10
BRWD1	10
CROT	10
PDE6B	10
OR6C74	10
BTRC	10
RASSF2	10
FCAR	10
DEPDC5	10
IL17A	10
SPRR3	10
RPGRIP1	10
ARAP1	10
NRSN1	10
NEGR1	10
KRT79	10
HS3ST4	10
GDA	10
OR4C12	10
STOX1	10
MLIP	10
LARP4	10
SPANXN3	10
VIT	10
BCL9	10
USP24	10
MFAP3L	10
OR5AP2	10
DENND5B	10
EPAS1	10
CRNN	10
CPNE4	10
TMEM67	10
TRIM3	10
VSTM2A	10
AP1G1	10
AGTR1	10
C1QB	10
ATXN2L	10
OR1A2	10
SLC2A3	10
MUT	10
FAM208B	10
OR5B17	10
NUP210L	10
MED23	10
ZNF41	10
OR10C1	10
ACSM1	10
SKIV2L2	10
DEPDC1	10
KTN1	10
BARD1	10
CRISP3	10
MS4A3	10
AKR1B15	10
DDX60	10
KRT26	10
ATXN1	10
NRDE2	10
PMS1	10
EHHADH	10
MC3R	10
SYTL5	10
CNTNAP1	10
CDH5	10
SOBP	10
SMC2	10
AGXT2	10
IGHV1OR21-1	10
AHDC1	10
SLC26A4	10
MC2R	10
MORC4	10
TSC2	10
OR10S1	10
KRT31	10
PRAMEF12	10
KCNF1	10
CCDC102B	10
POTEM	10
SLC35G3	10
HTR3A	10
MYOC	10
KIAA1024	10
SLC4A5	10
PCDH12	10
PALB2	10
SUN1	10
ADAMTS4	10
HMGCLL1	10
EML5	10
OR5M1	10
IGHG1	10
SERPINB12	10
BUB1B	10
FOXI1	10
SMG8	10
CCDC63	10
OR7D4	10
COL4A3	10
ADAM18	10
VWCE	10
OR52L1	10
ZNF532	10
VGLL1	10
BMP1	10
TRPV4	10
CNTRL	10
KCNQ5	10
FGFR2	10
POTEB3	10
ANKRD34A	10
RHAG	10
STK11IP	10
FPR2	10
SECISBP2L	10
UGT3A2	10
RTP2	10
MANEA	10
ITGB3	10
ACVRL1	10
ARHGAP11A	10
UBQLN2	10
CPA4	10
DOCK8	10
ARFGEF2	10
ZNF445	10
ZNF184	10
DOT1L	10
VRTN	10
TBC1D31	10
OR1M1	10
NEU4	10
CLIP2	10
KRT6A	10
DHTKD1	10
VWC2L	10
FLCN	10
SLC25A13	10
NAP1L2	10
ZNF142	10
POLR3B	10
IGKV1-17	10
NBPF26	10
TRBC2	10
C8orf74	10
MON2	10
SATL1	10
MYO1G	10
SERPINB2	10
SGCD	10
OR6M1	10
ZNF267	10
PITPNM3	10
ITM2A	10
NAA16	10
ZNF215	10
EVI5	10
DMRTB1	10
ZNF202	10
OR8G5	10
KRBA1	10
SERPINA6	10
KDM2B	10
LILRA4	10
IL31RA	10
CDH13	10
FAM21A	10
SLC6A19	10
FAM135A	10
SMG6	10
CERKL	10
HIP1	10
MAST2	10
C10orf2	10
NPTX2	10
IGKV1-27	10
WDR59	10
EPN2	10
SCML2	10
SLC26A5	10
SULT1B1	10
LPPR5	10
ACTRT2	10
NDN	10
BMP7	10
CECR2	10
CLCN4	10
OR8D4	10
ZMIZ2	10
LRRC37B	10
MTMR1	10
TRIP11	10
WDR90	10
ZC3H6	10
CRISP2	10
ZNF713	10
PADI4	10
NOS1AP	10
OR5M11	10
MYO5A	10
SRBD1	10
EIF4G1	10
SLC18A1	10
FBXW7	10
FKBP6	10
NFATC4	10
SARDH	10
CLCN3	10
TCF23	10
DNM1	10
CLTC	10
FRMPD3	10
NUMA1	10
SPG11	10
GRAP2	10
DNMBP	10
RPS6KA6	10
PRDM15	10
PI4KA	10
BCAS1	10
LEF1	10
KIF27	10
VPS16	10
KIF1B	10
NPR1	10
CAMK2B	10
PRKG2	10
GIMAP1	10
APOA5	10
TBXAS1	10
STOML3	10
SLC3A1	10
PHLPP2	10
BRSK1	10
OR52E8	10
PTGFR	10
APOA4	10
TSGA10	10
FASLG	10
TEX11	10
ZNF195	10
ZNF665	10
PPAPDC1A	10
PUM2	10
JPH2	10
CD200R1	10
EBF2	10
OR10A4	10
MMP1	10
ZNF568	10
ACKR3	10
DKK2	10
BTN2A2	10
CRISP1	10
CUX1	10
NXPH2	10
SYT13	10
IPO8	10
LARS	10
NOX4	10
CTDP1	10
ALOX5	10
LINGO1	10
OR5K1	10
PIGG	10
PARK2	10
IGHV1OR15-9	10
SON	10
HRG	10
OPCML	10
ZNF75D	10
NXPE4	10
THSD1	10
COLGALT2	10
KRT25	10
SUCO	10
ZFP57	10
OGDH	10
RIT2	10
GOLIM4	10
SLCO1B3	10
SEL1L2	10
ZNF534	10
INPP5D	10
TRBV3-1	10
BMP10	10
KRT72	10
FIGN	10
PTK7	10
STIM2	10
MARCH1	10
VIL1	10
DBX2	10
OR51L1	10
XRN1	10
ZNF695	10
ULK4	10
SORBS1	10
FSD1	10
ZNF133	10
GPNMB	10
HAO1	10
BUB1	10
TBC1D5	10
CD1C	10
OPRL1	10
RPS6KC1	10
COL28A1	10
EEPD1	10
NEIL3	10
FIGNL1	10
PRDM10	10
OR3A2	10
ZNF567	10
AKAP12	10
CPNE8	10
DPYSL4	10
AQP10	10
ZFP82	10
DIP2B	10
ADGRE2	10
RBM47	10
KDM5B	10
IGKV2D-30	10
KIDINS220	10
OR1A1	10
CYFIP2	10
PAPD7	10
GPC4	10
FAM114A2	10
GTDC1	10
CAND1	10
CLVS2	10
LILRA6	10
MYO9B	10
DHX37	10
P2RX5	10
OR13C8	10
SEZ6L2	10
SERPINE1	10
MPPED1	10
ZNF543	10
COG5	10
PTPN4	10
RHCG	10
GIMAP6	10
SLC6A17	10
RGS1	10
GRIA1	10
STT3A	10
CLEC14A	10
MCM6	10
RASA3	10
ACOT12	10
PTPRS	10
IQSEC2	10
BIRC8	10
ZW10	10
C3	10
TAT	10
PRAMEF2	10
CHD2	10
BMP2K	10
IGKV3D-20	10
PML	10
OR52N2	10
RTP5	10
OCRL	10
ZNF644	10
PPARGC1B	10
C10orf120	10
DAPK1	10
SHROOM2	10
PADI2	10
OR51F1	10
BAHCC1	10
CEP112	10
DCT	10
AKAP11	10
CHRD	10
ICAM5	9
PPFIA4	9
TRIP13	9
PHF2	9
RXFP3	9
SETD1A	9
IL13RA2	9
RDH8	9
ADAMTSL2	9
SMOC1	9
SERPINB7	9
BPIFC	9
ZKSCAN2	9
KAT2B	9
GRK5	9
MAP3K3	9
SCYL2	9
SATB1	9
ADARB1	9
PRAMEF19	9
AKR1D1	9
MPHOSPH10	9
WFIKKN2	9
NTF3	9
THNSL2	9
TET2	9
OTC	9
DOCK1	9
SCG3	9
PCSK2	9
ADAM7	9
KRTAP10-6	9
MUM1L1	9
TRPM5	9
SLCO2A1	9
MEIS1	9
FNIP2	9
XKR3	9
MAP4K1	9
PLEKHG2	9
MS4A6A	9
MARCH4	9
CPT1C	9
HTR1F	9
KLF17	9
KIAA0226	9
OR5H6	9
HIPK1	9
CCT6B	9
BMP15	9
SESTD1	9
CSGALNACT2	9
KIAA2018	9
INTS5	9
SOX30	9
ACTN1	9
KMO	9
FBXO40	9
TMEM246	9
JPH1	9
CYP2C19	9
ZNF33B	9
NPSR1	9
IKZF2	9
ZIC3	9
OR3A1	9
BEND6	9
PLCB2	9
FAM13C	9
TAOK2	9
OR52B2	9
TYRO3	9
MYBL2	9
HTR7	9
USP33	9
VCP	9
BCR	9
KLK5	9
GDF5	9
APPBP2	9
ELSPBP1	9
PACRG	9
CSN2	9
CYP2C9	9
OR11H4	9
NAV1	9
TCTEX1D1	9
SEPT6	9
SLC4A11	9
SYT11	9
FBXO30	9
GOLGA6B	9
GUCY1A3	9
WNT10A	9
CHML	9
RABEP2	9
MAGEA4	9
NEK10	9
FGFR4	9
SNX31	9
OR2V2	9
GPR15	9
ZNF678	9
ST8SIA5	9
OR2B6	9
PROL1	9
STIM1	9
WAC	9
NT5C1A	9
TRAT1	9
RLTPR	9
MOV10L1	9
SLC17A2	9
ZIK1	9
PGLYRP2	9
PPIG	9
MSH2	9
STS	9
RAB6C	9
TEX13B	9
RGL1	9
ZNF223	9
TTLL9	9
SLC22A7	9
RIT1	9
DCAF4L1	9
SLK	9
RNF219	9
ALDH1B1	9
EMILIN3	9
MYO10	9
DDX27	9
TRPC1	9
FCN1	9
MYOM1	9
MAPKBP1	9
NCR1	9
TNFRSF8	9
PLCL2	9
CTGLF11P	9
VNN3	9
RABGAP1L	9
ADAM10	9
LCP2	9
OR13C4	9
CUEDC1	9
FBLN1	9
NRIP1	9
GPD2	9
UGT1A10	9
GRIN2D	9
PTGIS	9
FILIP1	9
ITGA10	9
OR51A2	9
WHSC1	9
LRRC15	9
KRT71	9
CBLN4	9
ZNF233	9
MYO1D	9
TLR2	9
PLEKHG4	9
ACE	9
PRKCQ	9
MS4A7	9
OR9G1	9
ASB2	9
ESRP1	9
LSG1	9
OR6B3	9
TTYH1	9
VCX	9
PPIP5K2	9
LANCL2	9
SLC8A2	9
MERTK	9
PLXNC1	9
ZBTB24	9
SBF2	9
RBMXL2	9
CLEC9A	9
GJA9	9
KLK8	9
GAL3ST4	9
USP32	9
ABCB8	9
PPP2R2B	9
CENPI	9
WAPAL	9
SOGA3	9
MALT1	9
RNF10	9
PCDHGC4	9
SSTR1	9
MECP2	9
SMYD3	9
CEP120	9
PRAMEF14	9
DDX11	9
KANK1	9
SERPINE2	9
HELZ	9
MTMR12	9
KRT1	9
KIAA1217	9
GRAMD1B	9
SUGP1	9
DDB1	9
ACVR1C	9
PVRL1	9
ADAMTSL4	9
GTF2E1	9
FNDC3B	9
SPOCK1	9
LAD1	9
SYDE2	9
SHOX	9
BUD13	9
DRC7	9
CDC5L	9
RETSAT	9
PTPRG	9
ALPK3	9
ANKRD35	9
GUCY2C	9
EIF5B	9
GDF6	9
PDE1B	9
ZFAT	9
C7orf62	9
MAP3K13	9
ADCY9	9
RALYL	9
ZNF683	9
ARSI	9
AK5	9
DDX50	9
ZP1	9
ZNF431	9
FCGR3B	9
ANKRD50	9
ESPNL	9
IQUB	9
EGFL6	9
ZNF470	9
RUFY2	9
TEC	9
PPP2R1A	9
GYS2	9
LAMC2	9
CENPJ	9
CPA1	9
AGAP3	9
CP	9
C9orf3	9
MAP7D2	9
PIGO	9
ZNF622	9
THADA	9
CD33	9
HSPA1L	9
MATN4	9
FYCO1	9
PTPRJ	9
RAD50	9
MCM10	9
ZNF484	9
MID2	9
PKDREJ	9
ERBB2	9
IVL	9
CFAP52	9
OR7E24	9
RLF	9
THRAP3	9
PI4KB	9
SLC15A1	9
OR11A1	9
OR4C3	9
CMTM5	9
AFF3	9
LPCAT1	9
NCKAP1	9
ZBTB21	9
DSPP	9
SLC30A8	9
SNCAIP	9
CWF19L2	9
ZPBP	9
GRB10	9
TBCD	9
RNF133	9
BCO2	9
CFHR1	9
KCNJ5	9
BMPR1B	9
P2RY8	9
FOXO4	9
WDR36	9
WNK2	9
TDRD3	9
LRRC6	9
OR52K2	9
CCDC89	9
AKR1B10	9
PPARG	9
