Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-75-6207-01A-11R-1755-07	0.0359713530500094	0	0.000647606705703455	0.0537164501350249	0	0.255694278010819	0.0104433843449225	0.0307707487308831	0.00592803787344758	0	0.00912609011964379	0	0.0434787723208528	0.170324655412998	0.0220799152212004	0.174923357306571	0.0154585891579202	0.0853492507951714	0.0515048392431355	0	0	0.0345826715716976	0.0580000000000001	0.148203472482283	1.02351875594982
TCGA-86-A4P7-01A-11R-A24X-07	0.0987780173846102	0	0.143191752365318	0.114333660562364	0	0.151207096500282	0.0111066317434796	0.0538432254928433	0.00822955151760092	0	0.00480341849078234	0.0188959996080669	0.00627951439083771	0.141102738036984	0.0270140929216058	0.166281395101691	0.0132388493574208	0	0.0383873171684127	0	0	0.00330673935770067	0.002	0.386339267208024	0.923193268232603
TCGA-05-4405-01A-21R-1858-07	0.175842019726582	0	0.143919046117144	0.0159830449206814	0	0.0976658811198376	0.0149251835422925	0	0.0276207043982519	0	0.0179849018594907	0	0	0.296056919565882	0.003863222377973	0.133791219890737	0	0.00668471757597794	0.0651910676239676	0	0	0.000472071281182047	0.001	0.416889397025392	0.911763399589948
TCGA-75-7027-01A-11R-1949-07	0.0887364572334855	0	0.0586304093391478	0.083597785989268	0	0.150922560334231	0.0579697888205406	0.0294819734944751	0.0457718512713478	0	0.0312566810238609	0	0.00426145508218703	0.190545544025691	0.0631471610570721	0.117378670600577	0.0298766118985949	0.0147169529721239	0.033551891718434	0	0.000154205138963768	0	0.027	0.214674706870699	0.994761564149734
TCGA-97-7553-01A-21R-2039-07	0.0735715334428231	0	0.0377080211559629	0.105268607467953	0	0.144496407794771	0.0235230847530794	0	0	0	0.00197682991376976	0.00113542773142442	0.0191212784101168	0.259329138086169	0.0481076301346286	0.138959961443717	0.0574560590707293	0	0.0573059497012011	0	0.00170738707497975	0.030332683818674	0.01	0.262482777962855	0.977500170700723
TCGA-49-6761-01A-31R-1949-07	0.076509253490318	0	0.0433765283305622	0.146504071600684	0	0.172131075713134	0.0663513520470663	0.041707586384738	0.00905712930728752	0.0314173219085645	0	0.032466019059342	0	0.123767150161237	0.0889991122849331	0.113367216140588	0.00809045069467905	0.0202452028861748	0.0227241960040204	0	0	0.00328633398667119	0.018	0.237562641357326	0.989679846941019
TCGA-05-4382-01A-01R-1206-07	0.0317052818980807	0	0.0783530845577771	0.0489063328325561	0	0.164605078787579	0.0428428733234828	0.00580144383655565	0.0150854528230624	0	0	0.00282255074290133	0	0.204957870329685	0.0577367022925911	0.30047225490711	0.00478197865647222	0	0.0157840079053996	0	0	0.0261450871067468	0.05	0.1669182098772	1.02286464865601
TCGA-NJ-A4YG-01A-22R-A262-07	0.0438688768149255	0	0.0624489811285214	0.0656687421199267	0	0.159886752779529	0.00655936113326513	0.0779539766055635	0.0128243177401118	0	0	0.0465445653762055	0.01501656283419	0.0490391123653177	0.0333969143313478	0.1687913145782	0.137202020606638	0.0316667895172079	0.0788003655380215	0	0	0.0103313465310285	0.005	0.295857272490282	0.957886065283417
TCGA-78-8662-01A-11R-2403-07	0.117880066591777	0	0.0289810986762773	0.124582629650197	0	0.146879920050083	0.0224827967687057	0.116261881581321	0	0	0	0.0250059852637433	0.00541332520548804	0.143434261329018	0.112847261519949	0.119926572235033	0.0197833859791276	0	0.0165208151492811	0	0	0	0.07	0.135622319463124	1.03505755555947
TCGA-44-7672-01A-11R-2066-07	0.0340067848361527	0.0187265683571883	0.0778676811135467	0.093642539637476	0	0.17032824757035	0.0715275576778185	0	0.059559816103961	0	0	0.041708662428652	0.00999602286047162	0.117129546238603	0.0634014000892267	0.106737994194748	0.0550975921107032	0.0120932207945914	0.0642550821515122	0	0	0.00392128383499839	0.027	0.213671324417579	0.992476995837082
TCGA-50-5939-01A-11R-1628-07	0.00229503271927797	0.0639327232434969	0.0690995246304138	0.0288945170361663	0	0.229270520492966	0.035337836222738	0.00498922682080122	0.0092148810064052	0	0.0225057847334236	0	0.0102587945398613	0.259500631778811	0.0632401500996478	0.144063662610273	0.00171057275066533	0.015630687256209	0.0200163685697154	0.00455533200762972	0	0.0154837534814979	0.036	0.19336552441517	1.00899104100785
TCGA-97-8552-01A-11R-2403-07	0.0302210851694885	0.0415815282120975	0	0.072577856543737	0	0.212353687296254	0.00517407722448709	0.0149972922036447	0.00460236299165386	0	0.023218673385663	0	0.0565261549279169	0.0323020023506296	0.0280522882504003	0.208616971851821	0.17087259861247	0.0194400299176081	0.0747628585439108	0	0	0.00470053251821721	0.003	0.343756374973922	0.939269038382646
TCGA-55-7726-01A-11R-2170-07	0.111753992198338	0	0.0859386178913347	0.0552896652645537	0	0.200602836837335	0	0.0106110417577801	0	0	0	0	0	0.0722916360270853	0.0662536345211314	0.088902360586725	0.256634349603537	0	0	0.0369491392738187	0.00165841496872093	0.01311431106964	0.00600000000000001	0.289732426936682	0.963997337427667
TCGA-L9-A5IP-01A-21R-A39D-07	0.094235890345754	0	0.178174844420839	0.20492412937342	0	0	0.0853620631600945	0.0642259491320556	0.0110852698658748	0	0	0.0504982270330693	0.008094802857593	0.123979767277464	0.0269838643453911	0.0351572540197283	0	0.0123096317031715	0.0435861474485376	0	0.0180710962964758	0.0433110627205315	0.002	0.372176345776238	0.931628839334865
TCGA-55-7995-01A-11R-2187-07	0.041725691054588	0.0024619183852492	0	0.170090427199808	0	0.114644950255732	0.0378311344033706	0.032534370355484	0.0427510799536831	0.0180786253503039	0	0	0.0157835249915404	0.333995856783935	0.120112734507369	0.0557503287168529	0	0	0.0142393580420837	0	0	0	0	0.552399622897021	0.835437912667543
TCGA-91-6847-01A-11R-1949-07	0.0582368162619393	0	0.013419164561681	0.147440141378461	0	0.124731068645173	0	0.0486850290391574	0.012766597374525	0	0	0.136228055360716	0.00226223920517354	0.183708928214518	0.073867425566623	0.046088312806433	0.059753860215651	0.000410080028905256	0.0886024703727491	0	0.00379981096829464	0	0.412	0.0221130462618196	1.08549893688463
TCGA-64-1681-01A-11R-2066-07	0.0383095205945795	0.0144310132473255	0.024574869665814	0.0306474019824232	0	0.182709813375751	0	0.019090191992963	0.0287282000439985	0	0.00804034868388034	0	0.00965069550666246	0.110718632148052	0.126992292413926	0.0669602091731355	0.213965569059371	0.0287606690312418	0.0884563671750757	0	0	0.00796420590580054	0.00600000000000001	0.289566157043089	0.963433150696564
TCGA-73-4659-01A-01R-1206-07	0.0666507899992512	0	0.0822525378541814	0.0298094250347557	0	0.14277575690331	0	0	0	0	0.00109603993117155	0.00776563292899075	0.0077574200473301	0.139148580205078	0.00474052440036321	0.291974522389665	0.0730661939880465	0.0362183641800325	0.0649376143214414	0	0	0.0518065978163822	0.003	0.332395070272653	0.946506516205014
TCGA-86-A4P8-01A-11R-A24X-07	0.0604986823022354	0	0.00803632828811224	0.0881063684843377	0	0.34561415758104	0	0.000582105634476922	0	0	0.0222015097441125	0.0252231307581571	0.0107531495180193	0.162456441819582	0.0565467701770729	0.157079786869093	0.0152828070397426	0	0.0452965243058412	0	0	0.00232223747817741	0.003	0.349400924112392	0.94041794132687
TCGA-50-5045-01A-01R-1628-07	0.0635313637016769	0	0.0661683078641184	0.0898316587350996	0	0.168100020600666	0.0397780251967348	0.0714471629073899	0.0255554583945778	0.00244724083710532	0	0.00966997369689999	0.00923359670295363	0.0267423924587009	0.0831530695210909	0.122651905832957	0.118757622957021	0.0186363467109013	0.079891466956119	0	0	0.00440438692598788	0.028	0.212597037453227	0.991821717876321
TCGA-44-5643-01A-01R-1628-07	0.153563621422542	0	0.0275101456894548	0.159005185637255	0	0.13780759497333	0.0974677720846386	0.000120814804733061	0	0	0.0146112273856155	0	0.0108411735582111	0.122514776629437	0.0929139785649347	0.10099971159924	0.0398426275469174	0.0150894486375144	0.0277119214661759	0	0	0	0.003	0.340657960845683	0.942076468039018
TCGA-97-A4M7-01A-11R-A24X-07	0.0396646173935126	0.0176104058355326	0	0.0629106727017843	0	0.254533462143512	0	0.0234888882031845	0.062258726748638	0	0	0.0794417188338624	0.0496296664926222	0.0349540975701782	0.0442666406089297	0.119722240386229	0.0847649002293883	0.00731893824501925	0.11606926363634	0	0	0.0033657609712671	0.075	0.130104036637165	1.02830426310713
TCGA-86-8056-01A-11R-2241-07	0.153703207171147	0	0.0030104030172668	0.0645832492091853	0	0.203551526838267	0.00606560820944568	0	0.0162076407623598	0	0	0.0404259163463812	0.0305294033021088	0.0882751796955236	0.0440337201736223	0.139257585798355	0.067748531974623	0.0126084149342955	0.115165146174299	0	0.00644492848917127	0.00838953790394891	0.00900000000000001	0.267941299336247	0.969576663346846
TCGA-50-5066-01A-01R-1628-07	0.0201787968706893	0.00431201899265251	0.0853525133759654	0.153732175725095	0	0.0834320532769807	0.139882006773514	0.0276834281445335	0	0.0187365357189575	0.00221813144656482	0	0.00221957323735267	0.0883226855166536	0.0783340547468982	0.183323891780004	0.0680685097587604	0	0.0379850756634831	0	0.00448265969216452	0.00173588927973141	0.029	0.210052653681729	0.993001110501552
TCGA-L4-A4E5-01A-11R-A24X-07	0.106030097402357	0	0.0339694981418175	0.114277868660963	0	0.177148197642715	0.008500697808511	0.0274559964147028	0.0449981320900607	0	0	0.0394441101317215	0	0.226057574977777	0.0653427226752508	0.131574507381544	0.00678920475153385	0	0.0184113919210468	0	0	0	0.036	0.192780643270897	1.01120186656908
TCGA-67-3773-01A-01R-0946-07	0.0824138976953324	0	0.0642999002885154	0.0754841252197989	0	0.175271126917484	0.0112509712561087	0.0445878403298512	0.0100541838637289	0.00305550173774705	0	0.029768116973234	0.00110101472351305	0	0.084324048987835	0.145758441136265	0.157878186197613	0	0.11251485712125	0	0	0.00223778755172344	0.003	0.34492271318424	0.938609023069685
TCGA-78-7146-01A-11R-2039-07	0	0.0258822927406705	0	0.0341887814693423	0	0.213834457920705	0.104298087670179	0	0.00132903219294033	0	0	0.00408040903057002	0	0.227564974216162	0.0824099966374568	0.185960808437215	0.0301826012743218	0.0402897472964307	0	0.0445414187630483	0	0.00543739235095723	0.024	0.225163292140039	0.997536559344006
TCGA-86-8671-01A-11R-2403-07	0.0946365176319149	0	0.0518157188042191	0.128087524706863	0	0.185581543990183	0.00985995879922469	0.0528579885765254	0.0575804392543922	0	0.00827395069296236	0.00224012534650051	0	0.153240463235542	0.10464250066787	0.0865236329446501	0.0129311827118446	0	0.0488962344219584	0	0	0.00283221821534965	0.002	0.366977416289403	0.931910012251933
TCGA-62-A472-01A-11R-A24H-07	0.065964816227705	0	0.0273080769803711	0.164178865343129	0	0.144522603082103	0.0299597973416639	0.0492939273157205	0.0223428517874648	0	0	0.049745290970904	0.00904465115555644	0.0340082078252407	0.0820849615689134	0.116122207058077	0.100609208374705	0.00440705732213115	0.0986821272104095	0	0	0.00172535043590561	0.017	0.244096520203683	0.981778514077974
TCGA-78-7152-01A-11R-2039-07	0.0456232852536877	0.0560285816610546	0.0818242064471916	0.128508962579027	0	0.190717055359738	0.0149922540652109	0.0575994635194527	0.0404834149808247	0	0	0.0319458807499098	0	0.109434387663306	0.0648384055293359	0.0739718001822166	0.0488636055869674	0	0.0480706672294217	0	0	0.00709802919265554	0.003	0.330550187797929	0.947821252828839
TCGA-44-7659-01A-11R-2066-07	0.0834156624409615	0	0.153596526507127	0.0527148587976993	0	0.18285500826761	0	0.03707461115827	0.0288783914186419	0	0	0.0300019949012428	0.00865983265373133	0.0667042252311142	0.0276276136962347	0.129361239822487	0.0781246409175749	0.0426892753808194	0.0744888213544452	0	0	0.00380729745204037	0.002	0.38143286908745	0.924281110540989
TCGA-05-5715-01A-01R-1628-07	0.0647610126859606	0	0.0234250097563264	0.0470779509785851	0	0.0651318460401561	0	0.00906048317984552	0.0231496903930013	0	0	0	0	0.473082313439726	0.0208329272120883	0.205084234415392	0	0	0.0601539114087295	0	0	0.00824062049018952	0	0.457401258122231	0.894652229580663
TCGA-55-A48Y-01A-11R-A24H-07	0.100507594736839	0	0.177765817873477	0.0492675700609536	0	0.116414908430138	0.0254121802034553	0.0286044458499094	0.0284300967424284	0.00537324710701531	0	0.017703834341577	0	0.287133216557238	0.0374589487539725	0.0797477564544678	0	0.00810241456609712	0.0235920039731672	0	0	0.0144859643492644	0.002	0.394104315071928	0.922718433606581
TCGA-44-2655-01A-01R-0946-07	0.141513176314175	0	0.0958815932860199	0.0352252108466367	0	0.194215412422047	0.0199337465961698	0.0367159697952056	0.0180989448779217	0	0	0.0143421035607313	0.00561826388952048	0.0323209003238449	0.0262056185500112	0.157059623187327	0.141072072158844	0.0058048576209903	0.0549458275791685	0	0.0135882189241534	0.00745846006723257	0.002	0.387733376906294	0.921179079839458
TCGA-78-7220-01A-11R-2039-07	0.162040440953959	0	0.0236498913782868	0.178014687720172	0	0.0998130559812214	0.0508345963421618	0.111599355925407	0	0	0	0.0192773157250423	0.00194567288748923	0.105026475404149	0.060030388775207	0.0823700728776858	0.0526697612920493	0	0.0429869997970304	0	0.00427255852525911	0.00546872641487997	0.017	0.242023918655383	0.986091312305649
TCGA-91-6836-01A-21R-1858-07	0.0198660657439756	0	0.067861041357767	0.147966665019105	0	0.190339617211043	0.103339643576142	0.0324441949379024	0	0	0	0.025558350554529	0.017216678087598	0.13750133535309	0.035348382864685	0.114646051655825	0.0372134232098186	0.0331128438266106	0.0048876729843877	0.0142715473573826	0	0.0184264862601389	0.0570000000000001	0.153551631081055	1.02039395002737
TCGA-05-4420-01A-01R-1206-07	0.220823652739892	0	0.188367335729632	0.0460279514538504	0	0.13343825036776	0	0	0.0256794666179444	0	0	0.0108106320031414	0.000238317374339312	0.0306522963537415	0.0149509208108345	0.161489497402368	0	0.00351722887921775	0	0.0140127459118554	0	0.149991704355424	0.001	0.445363749251447	0.898663303166865
TCGA-38-6178-01A-11R-1755-07	0.100799481800942	0	0.0559627684438575	0.0640181150150846	0	0.201250389769237	0	0.0138080540544651	0.0170732455683994	0	0	0.0192766293843731	0.0183979735652591	0.0828307128513132	0.0546020594794847	0.155873167525456	0	0.0650798800253672	0.148311891544009	0	0	0.00271563097275232	0.00800000000000001	0.275343440815816	0.967244173575495
TCGA-78-8640-01A-11R-2403-07	0.0541022342725306	0	0.0595372984597866	0.136636223328842	0	0.125147120351854	0.0303117778782307	0.0810266978177674	0.00950818571652749	0	0.0205139211785254	0.0141472037823536	0.00685884188174528	0.215367755485052	0.090124546138968	0.111476128493237	0.00646117959081143	0	0.0387808856237685	0	0	0	0.032	0.202466764151933	1.00436029550951
TCGA-67-3774-01A-01R-0946-07	0.0831914817223357	0	0.116330686569656	0.0987338073021816	0	0.216832650520251	0	0.0214077648608356	0.00252219630636975	0	0	0.0572011944489658	0.024620898714645	0.0232819197212512	0.0662707364311246	0.145385462131875	0.0210956375319389	0.0222232012873296	0.0907223279126659	0	0	0.0101800345385747	0.003	0.349009333040548	0.938616034941077
TCGA-86-7701-01A-11R-2170-07	0.123452862606424	0	0.235948194685152	0.0853785806685686	0	0.235066828714032	0.0482260975793538	0.0275815938800762	0.0367293425815394	0	0.00530716727530467	0	0	0.0502791162660214	0.0399764516293371	0.0552864081516092	0.0250538466585713	0.0129262280015569	0.0169546680766728	0	0	0.00183261322578022	0.001	0.421617892585765	0.912499449788863
TCGA-55-A48X-01A-11R-A24H-07	0.111833517079089	0.154749293133832	0.0519230470110873	0.0732993743216021	0	0.220841371350763	0	0.014970731635744	0.0698569728381683	0	0	0.0161855964763656	0	0.107393935912619	0.0320260108593553	0.0678217978362126	0.0325146823750625	0	0.039881410563699	0	0	0.00670225860639953	0.002	0.409067451120927	0.913092051811339
TCGA-55-8614-01A-11R-2403-07	0	0.0208652400116753	0.0454114192846531	0.0904704742894996	0	0.129161394164632	0.026065289112448	0.0347122150632396	0.025801876371514	0	0	0.0483771032594765	0	0.271465716918427	0.100477427119436	0.0964733672153035	0.0243349170194857	0.0164172299861757	0.0598136256825881	0	0	0.0101527045014458	0.102	0.104714739771125	1.04843250726177
TCGA-44-A4SS-01A-11R-A24X-07	0.0400707179562331	0	0.00644359779157445	0.152059381813734	0	0.266800124079525	0.099606397495182	0	0	0	0.0343396960184687	0	0.00178712100344018	0.0904046974276682	0.0740912131101933	0.173374250544796	0.0178809760896787	0.00145087134529511	0.0401888670433828	0	0	0.00150208828082825	0.033	0.199671870220682	1.0055388201024
TCGA-MP-A4SV-01A-11R-A24X-07	0.0462618305945598	0	0.122697840757104	0.132882377399907	0	0.148534763491005	0.0593754122788892	0.0327856179170848	0.0669572185419229	0	0.0494286098232503	0	0	0.111484613917795	0.0921566655515736	0.0906647671003891	0.00550953918892072	0.00978092556380564	0.0291652299833057	0	0	0.00231458789048746	0.00900000000000001	0.265866559346596	0.978389752368578
TCGA-O1-A52J-01A-11R-A262-07	0.0075778808536484	0.0147424304029872	0	0.00720886482371275	0	0.0833189323920617	0	0	0.0159276874451887	0	0	0.0386091887152103	0.203816661812307	0.0639884437413642	0	0.367815199673142	0.024171354728619	0.0733554078655216	0.0969018041463195	0	0.00256614339991861	0	0.025	0.220994637725662	0.998879176174662
TCGA-44-6145-01A-11R-1755-07	0.108549035728513	0	0.137070956594057	0.197400975158806	0	0.10649896087329	0.10413768951552	0.010736339179085	0.00704685633592809	0	0.00203915086659196	0.0128025914352789	0.00763110437797933	0.0566202765737117	0.079412868196373	0.0791379521988214	0.00369533033120387	0.0214334231410881	0.0474566833173053	0	0	0.0183298061764482	0.001	0.425968962863384	0.904027035553115
TCGA-64-1678-01A-01R-0946-07	0.154358798424493	0	0.285356325963658	0.101026552336792	0	0.0392387448051328	0.149322579415115	0	0	0	0.0515716051017104	0	0	0.0233985400708488	0.0184467186465004	0.0736745507708704	0.0713973607093917	0.0122255698803794	0.0190025291762019	0	0	0.00098012469890612	0	0.475714468736612	0.883314348378856
TCGA-49-4505-01A-01R-1206-07	0.121518758427049	0	0.0717269168324127	0.138289363187589	0	0.107490696627333	0.0196137839063926	0.0328840305232625	0.0187917356166184	0	0	0.0419800877124427	0.0235052714495447	0.0258150689433563	0.0662578289668334	0.117560858846799	0.0763785692151974	0.0216141049347344	0.102451525745505	0	0	0.0141213990649314	0.002	0.394360488316113	0.918082179004088
TCGA-44-7671-01A-11R-2066-07	0.203107764303981	0	0.1013352289211	0.0611677937916239	0	0.112471904918261	0	0.0730475058799586	0.0145560012165516	0	0	0.00185330771951701	0	0.150250302644754	0.000162108345771727	0.179746236871524	0	0.0572873002606474	0.0416289046081741	0	0.00171251372678581	0.00167312679134986	0.002	0.396210815238413	0.919025047760693
TCGA-44-2665-01A-01R-0946-07	0.00380680754076444	0	0.00651552112848659	0.0164139656174842	0	0.234059742362957	0.0144634773310954	0	0	0	0.00557323567882553	0	0	0.238277078496268	0.00861818499938566	0.220732753486503	0.137459447636518	0.0534714270356171	0.0567684360909997	0	0	0.00383992259509453	0.017	0.240692020843047	0.993001849509839
TCGA-49-AARR-01A-11R-A41B-07	0.153890473240842	0	0.112344810180576	0.111888301078889	0	0.137474453753905	0	0.0434328683171968	0.0201554666933859	0	0	0.0595469346323937	0.0111618750339694	0.0803515768893395	0.0156554512363552	0.104396241083831	0	0.0092549912017021	0.134109133462652	0	0	0.00633742319496332	0.002	0.403985708698704	0.914500230634041
TCGA-55-8097-01A-11R-2241-07	0.104859237096845	0	0.0739750222451148	0.0702756072752284	0	0.242889203196704	0.0087957562620357	0.0249717425268606	0.0415108319055803	0	0	0.0144051707756803	0.0146772571268101	0.0166533215483643	0.0238415641684901	0.142509777021862	0.117654843926252	0.0151863108246003	0.0877943540995719	0	0	0	0.003	0.342380876531536	0.940416090957059
TCGA-55-7573-01A-11R-2039-07	0.180811812241806	0	0.0826163987672509	0.0442003969341558	0	0.177457233915669	0	0.0640075258267038	0.0168026707005256	0	0	0.030264102801006	0.00645103653243777	0.053795398512052	0.0639223274568653	0.0236440984537666	0.162261641072685	0.0192683178440122	0.0708224204523241	0	0	0.00367461848874068	0	0.458447523216035	0.888758052926176
TCGA-97-A4M6-01A-11R-A24X-07	0.0802424105930306	0	0	0.0935279462296427	0	0.197704424622775	0	0.0359955247193782	0.0909739506508564	0	0	0.0389405009561877	0.0231619175436579	0.086325798851925	0.0847990278014528	0.0986653275101119	0.0367824705537373	0.0284689577859743	0.0942024879889275	0	0	0.0102092541923429	0.038	0.187934583926386	1.00722522828063
TCGA-78-7537-01A-11R-2066-07	0.0689551301715166	0	0.279690922840169	0.131986333089832	0	0.0590858838624496	0	0.0162358004216307	0.0655563603896942	0	0	0.0415172219999439	0	0.0463939989311888	0.0041172506113231	0.149029236840601	0.0500006195378636	0.0248791267960534	0.0563404143904302	0	0	0.00621170011730445	0	0.486627310786568	0.873611740764331
TCGA-75-6214-01A-41R-1949-07	0.00122653621910883	0	0.0036954513714344	0.11315091383412	0	0.140244884441339	0.0252179905285803	0.0538318907310841	0.0220175485967057	0	0	0.0134409749231353	0	0.260120029335599	0.0742512363120605	0.166883285005879	0.0389313680769592	0.0259517174138608	0.0326298906537771	0	0	0.0284062825563562	0.047	0.17455052351928	1.02260252745035
TCGA-86-8358-01A-11R-2326-07	0.111909123989569	0	0.136408984199699	0.102423999575026	0	0.10564425922807	0.0360643336864891	0.0595483160161989	0	0	0.0219726156192772	0.00658892858823119	0	0.205648985594083	0.0631253919132931	0.140375429880773	0	0	0.0102896317092902	0	0	0	0.003	0.348633635369253	0.942098960233044
TCGA-78-7167-01A-11R-2066-07	0.16037625856726	0	0.103005800684388	0.116658943959441	0	0.169777223978421	0	0.0320587379426195	0.0325191701285933	0	0	0.0426990003737489	0.0178257320061992	0.0495319467670902	0.0510039941661701	0.127449589555335	0.0267322236524108	0	0.0703613782183228	0	0	0	0.013	0.256639699513721	0.982119858252828
TCGA-75-5125-01A-01R-1755-07	0.00351780718413561	0	0.0155117551619646	0.122031008788251	0	0.156480858597944	0.0612186826651845	0.0507011820679051	0.0115048106436115	0	0.0344269862490507	0	0.0242677856965717	0.0131030352006575	0.134295576645398	0.155210226941748	0.114121220536388	0.0402046589316098	0.0527649642665913	0	0	0.0106394404229887	0.056	0.156755535735775	1.02088128613422
TCGA-05-5429-01A-01R-1628-07	0.213194362961761	0	0.200405338980642	0.0172269061222955	0	0.216682977333343	0	0.00496562693725083	0.0124721351758746	0	0	0.0182985415892609	0.00475980155516285	0.0576800695956592	0.0270817672527229	0.128626948909729	0.0347495229831595	0.00384538451879434	0.0443263218340747	0	0	0.0156842942502705	0	0.505253670501079	0.862269739309705
TCGA-44-5645-01A-01R-A278-07	0.101857409146962	0	0.0387791204430984	0.0156498865368206	0	0.289735387724752	0.0207543931070979	0	0.00606526442378714	0	0	0.0108267841869339	0.0365720169280575	0.11436793770189	0.0149800135600701	0.0581974331693583	0.189164418995162	0.0291126695933062	0.0739372644827036	0	0	0	0.002	0.37843723803141	0.925301271741637
TCGA-55-6978-01A-11R-1949-07	0.0161308967630078	0	0.00473413040326448	0.233603045132943	0	0.166715821468928	0.104950273501404	0.012395490397821	0.014687120372884	0	0.03628816363026	0	0.00651928119824765	0.0877410205425245	0.102233681082497	0.119714153722284	0.0767140991382642	0	0.0175728226456713	0	0	0	0.033	0.197293962536269	1.01030168213636
TCGA-86-8674-01A-21R-2403-07	0.149059219800208	0	0.147492175512847	0.0473280916883013	0	0.0591468044117891	0.000380975159494411	0.127262760118479	0.0139148548778751	0	0	0.0383328877962294	0	0.262257678727428	0.045950779985377	0.0433036538863482	0	0.0507275263326321	0.0148425917029916	0	0	0	0.002	0.390498878298473	0.924156547185608
TCGA-78-7156-01A-11R-2039-07	0.0758223904882549	0	0.0411940500587955	0.113452375523078	0	0.310897240435365	0.0125848393123024	0.0454830988933235	0	0	0.0198227790680508	0	0.0230005932938625	0.0129659129607323	0.127928630305087	0.108024154051683	0.0175690497337139	0.00557467278478561	0.0778062900253488	0	0.00787392306561625	0	0.07	0.135611733918675	1.03741426082976
TCGA-62-8402-01A-11R-2326-07	0.0399679419340498	0	0.00941622952128215	0.113718525335703	0	0.157269760512585	0.0833787937386566	0	0.0442143724612271	0	0.0148037637534752	0.00219912619481649	0	0.253034799396084	0.194374034398046	0.0465751671307922	0.00177213656865206	0	0.0365367591128793	0	0	0.0027385899417513	0.005	0.308036544511207	0.967490480487507
TCGA-71-6725-01A-11R-1858-07	0	0.062297675452316	0.0699541835847074	0	0	0.0307396041642818	0	0.0304501170504298	0	0.00380223519231912	0	0.00896113537480742	0.138283393651547	0.0597201519212254	0.0198105577355379	0.317190706076048	0.0802403602874624	0.112437924066802	0.0319775353220778	0	0.024922831437194	0.00921158868324498	0.016	0.246107333501759	0.985471248202515
TCGA-44-5644-01A-21R-2039-07	0.221856578996022	0	0.20612473345326	0.11939976157302	0	0.0356407328820223	0.092410028574736	0.0175217111427235	0	0	0	0.000964915405582652	0	0.147838752782897	0.012694562052755	0.0694398048934419	0	0.0382560482096868	0.00679548646523274	0	0	0.0310568835686201	0	0.458659324300116	0.890782566914999
TCGA-97-A4M0-01A-11R-A24X-07	0.0319503700459864	0.00157031993113715	0.0209918315168141	0.124736232933174	0	0.259477767672524	0.0190379892445049	0.0321402318411088	0.0524128412559345	0	0	0.0267295658024361	0.0407915065481297	0.00206316634684127	0.0723313585826898	0.0955692266361572	0.114845884185744	0.0268849642208902	0.0722964296419267	0	0	0.00617031359400055	0.013	0.257127742647202	0.978835344049099
TCGA-50-7109-01A-11R-2039-07	0.126664615509996	0	0.173930974377456	0.137277668469132	0	0.0924392600933143	0.0508535333579362	0.0385640863436888	0.0116425266148059	0	0	0.0294809559922517	0.00679473812769594	0.0832794038344964	0.106430698054301	0.0693780277873944	0.0205537702435591	0	0.0485626799675438	0	0	0.00414706122642885	0	0.4904946733895	0.870798524891603
TCGA-44-A4SU-01A-11R-A24X-07	0.170869363483602	0	0.294456201163386	0.030807065133132	0	0.129157392875831	0	0.0768435146032088	0.0294660016825693	0	0	0	0	0.0991297852882606	0.0606944718897863	0.0148078151976283	0.0602283852343615	0.0160432110154453	0.0174967924327885	0	0	0	0	0.568617430399719	0.822372531115793
TCGA-78-7145-01A-11R-2039-07	0.134118505094997	0	0.0222890577327357	0	0	0.20973441599457	0.00398132201532897	0.00220740247491546	0.00984624183964415	0	0	0	0.0500762257615849	0.19589593739077	0.00980886300758622	0.137951058434297	0.0959293923943337	0.0603776915086721	0.0299636727143237	0.0266658424320349	0	0.0111543712042058	0.022	0.230103882759806	0.988913480193523
TCGA-44-7670-01A-11R-2066-07	0.10130732882701	0	0	0.0571099620949682	0	0.138021116863666	0.0266746785604632	0.0350567016217129	0.0150273645216443	0	0	0.039326585009217	0.0210461841132165	0.312948483216017	0.0818276449947034	0.0658439826601692	0.0165365192262176	0	0.0614885528793428	0	0.0277848954116514	0	0.036	0.193699301817207	1.0103800466179
TCGA-05-4396-01A-21R-1858-07	0.0338372441307787	0	0.0151267821642471	0.0686008543649785	0	0.228290672654265	0.0336564653944226	0.038023614237991	0.0333314665554202	0	0.0284464550960441	0	0	0.134174098706341	0.0892653704483034	0.209733163492126	0.0179400748644824	0.0161535584815921	0.0401338487527683	0	0	0.01328633065624	0.135	0.0854349146493765	1.050125609318
TCGA-64-1676-01A-01R-0946-07	0.0794553980968866	0	0.08384463378155	0.108928694748204	0	0.0898731600194127	0.0548106089274694	0.0105899653001303	0.0101027363850714	0.00471127606628389	0	0.0199119013594881	0.0626163235196347	0.113721634457075	0.0450167225029077	0.179720653782923	0.0897754146867359	0	0.045860473310622	0	0	0.00106040305560564	0.003	0.347679197951683	0.937672342592761
